geneEntrezID	geneName	stat	dbsnp	snpcnt	bin	chr	startpos	endpos	length	strand
646567	OSTCP2	0.08897	rs2993063	1	1	1	27312388	27312843	456	-1
646588	LOC646588	0.18867	rs12700650	79	14	7	25600584	25669331	68748	-1
646603	C4orf51	0.22866	rs10084798	7	5	4	146601356	146653949	52594	1
646625	PRHOXNB	0.09314	rs9512964	5	4	13	28552243	28562774	10532	-1
64663	SPANXC	0.11823	rs881222	25	11	X	140335596	140336646	1051	-1
646643	SBK2	0.0936900000000001	rs310456	2	2	19	56041100	56048435	7336	-1
646658	SYNDIG1L	0.09693	rs11159079	18	10	14	74872596	74892805	20210	-1
646670	LOC646670	0.09996	rs1808495	1	1	15	72929419	72943117	13699	1
646698	ZSCAN5D	0.28041	rs8110429	11	7	19	56755412	56758866	3455	1
646730	LOC646730	0.1035	rs4683622	24	11	3	141381934	141426234	44301	1
646754	TRIM64C	0.08967	rs11040244	6	5	11	49075266	49080664	5399	-1
646767	LOC646767	0.34361	rs5027778	18	10	7	29689971	29694093	4123	-1
646799	ZAR1L	0.08402	rs206143	9	6	13	32877908	32886091	8184	-1
6468	FBXW4	0.22875	rs4244347	8	6	10	103370421	103454743	84323	-1
64682	ANAPC1	0.10835	rs10190220	12	8	2	112525214	112641741	116528	-1
646836	LOC646836	0.09144	rs12477902	10	7	2	132227710	132229299	1590	-1
646851	FAM227A	0.14164	rs5757193	13	8	22	38974125	39052634	78510	-1
646862	LOC646862	0.07965	rs2278498	1	1	19	58907457	58908446	990	1
64689	GORASP1	0.18805	rs4676631	4	4	3	39138091	39149130	11040	-1
646892	SH2D7	0.13558	rs9806257	5	4	15	78384927	78396393	11467	1
6469	SHH	0.58332	rs1636874	23	11	7	155595558	155604967	9410	-1
646915	ZNF806	0.22069	rs4953972	6	5	2	133062580	133076309	13730	1
64693	CTAGE1	0.25163	rs10468923	21	10	18	19993564	19997878	4315	-1
646951	FAM188B2	0.2553	rs4680005	26	11	3	150588832	150621044	32213	-1
646960	PRSS56	0.10358	rs1729229	4	4	2	233385173	233390426	5254	1
646962	HRCT1	0.21507	rs4271053	11	7	9	35906189	35907138	950	1
64699	TMPRSS3	0.14222	rs8130564	19	10	21	43791996	43816955	24960	-1
6470	SHMT1	0.09523	rs12952556	8	6	17	18231187	18266856	35670	-1
647020	LOC647020	0.16666	rs1320322	30	12	15	81372889	81410492	37604	-1
647024	C6orf132	0.11358	rs9462771	13	8	6	42068857	42110715	41859	-1
64708	COPS7B	0.10835	rs6732581	4	4	2	232651162	232673434	22273	1
647087	C7orf73	0.42103	rs3110786	4	4	7	135347221	135361160	13940	1
64710	NUCKS1	0.09011	rs951366	6	5	1	205681947	205719372	37426	-1
64711	HS3ST6	0.16856	rs344363	10	7	16	1961464	1968231	6768	-1
647135	SRGAP2B	0.08403	rs637834	2	2	1	143915748	144094477	178730	1
647174	SERPINE3	0.12785	rs1028727	15	9	13	51915168	51936239	21072	1
64718	UNKL	0.08863	rs3826051	1	1	16	1413206	1464705	51500	-1
6472	SHMT2	0.29578	rs7301155	1	1	12	57623356	57628718	5363	1
647219	ASCL5	0.12846	rs942703	7	5	1	201083081	201084500	1420	-1
647309	GMNC	0.14595	rs13434090	25	11	3	190570526	190580465	9940	-1
6474	SHOX2	0.09387	rs6810376	8	6	3	157813800	157823952	10153	-1
64743	WDR13	0.12719	rs235823	4	4	X	48455880	48463582	7703	1
64744	SMAP2	0.22866	rs2982506	16	9	1	40839378	40888998	49621	1
64745	METTL17	0.12121	rs4981345	9	6	14	21457965	21465194	7230	1
64746	ACBD3	0.12234	rs2306121	12	8	1	226332380	226374423	42044	-1
64747	MFSD1	0.13844	rs17702195	27	12	3	158519715	158547508	27794	1
64748	LPPR2	0.09836	rs12983706	3	3	19	11466062	11476374	10313	1
64750	SMURF2	0.11096	rs2288339	11	7	17	62540735	62658386	117652	-1
64753	CCDC136	0.14265	rs4731517	5	4	7	128431464	128462187	30724	1
64754	SMYD3	0.4101	rs10924331	259	15	1	245912642	246670644	758003	-1
64755	C16orf58	0.09724	rs3934739	4	4	16	31500810	31519706	18897	-1
64756	ATPAF1	0.39155	rs2486161	14	8	1	47100711	47134099	33389	-1
64757	MARC1	0.24869	rs2642418	26	11	1	220960039	220987741	27703	1
64759	TNS3	0.38347	rs834608	114	15	7	47314752	47621742	306991	-1
6476	SI	0.11463	rs7649108	21	10	3	164696686	164796283	99598	-1
64760	FAM160B2	0.09015	rs2309308	3	3	8	21946714	21961891	15178	1
64761	PARP12	0.08561	rs2362462	9	6	7	139723549	139763521	39973	-1
64762	GAREM	0.12661	rs11877846	55	14	18	29843484	30050447	206964	-1
64763	ZNF574	0.08305	rs7251466	1	1	19	42580290	42585719	5430	1
64764	CREB3L2	0.16697	rs13232124	53	14	7	137559725	137686847	127123	-1
64766	S100PBP	0.09849	rs9500	4	4	1	33283043	33324480	41438	1
64768	IPPK	0.12875	rs10820998	7	5	9	95375466	95432547	57082	-1
64769	MEAF6	0.09977	rs2294873	4	4	1	37955561	37980420	24860	-1
64770	CCDC14	0.27559	rs2700371	12	8	3	123632269	123680255	47987	-1
64771	C6orf106	0.0940299999999999	rs2744963	10	7	6	34555065	34664625	109561	-1
64772	ENGASE	0.08485	rs7217829	3	3	17	77071019	77084685	13667	1
64776	C11orf1	0.08418	rs11214029	2	2	11	111749948	111754798	4851	1
64777	RMND5B	0.09604	rs6601221	5	4	5	177558028	177575479	17452	1
64778	FNDC3B	0.15584	rs6445040	110	15	3	171757418	172118493	361076	1
64779	MTHFSD	0.10112	rs918727	15	9	16	86563782	86588841	25060	-1
6478	SIAH2	0.29014	rs4679980	20	10	3	150458910	150481263	22354	-1
64780	MICAL1	0.08634	rs2236582	1	1	6	109765265	109777190	11926	-1
64781	CERK	0.14833	rs761906	18	10	22	47080307	47134152	53846	-1
64782	AEN	0.32832	rs11637762	10	7	15	89164527	89175512	10986	1
64783	RBM15	0.14648	rs666493	31	12	1	110881945	110889303	7359	1
64784	CRTC3	0.19409	rs7498042	35	13	15	91073118	91188577	115460	1
64785	GINS3	0.15125	rs8052855	20	10	16	58426298	58440048	13751	1
64786	TBC1D15	0.18371	rs328764	11	7	12	72233487	72320629	87143	1
64787	EPS8L2	0.10542	rs10902210	4	4	11	706120	727727	21608	1
64788	LMF1	0.27476	rs9888914	22	11	16	903634	1031318	127685	-1
64789	EXO5	0.10433	rs6666654	4	4	1	40974433	40982228	7796	1
64792	RABL5	0.39358	rs6958889	9	6	7	100956648	100965093	8446	-1
64793	CEP85	0.11188	rs6674410	10	7	1	26560693	26605299	44607	1
64794	DDX31	0.11643	rs2583805	37	13	9	135469676	135545788	76113	-1
64795	RMND5A	0.08854	rs1049457	5	4	2	86947414	87005164	57751	1
64798	DEPTOR	0.15469	rs7462302	52	14	8	120885900	121063157	177258	1
64799	IQCH	0.18045	rs3743350	33	12	15	67547138	67794142	247005	1
6480	ST6GAL1	0.3282	rs7629263	75	14	3	186648315	186796341	148027	1
64800	EFCAB6	0.1514	rs1894489	67	14	22	43924624	44208217	283594	-1
64801	ARV1	0.10045	rs10864649	3	3	1	231114823	231136479	21657	1
64802	NMNAT1	0.12846	rs12071307	7	5	1	10003486	10045556	42071	1
64805	P2RY12	0.13053	rs12497089	22	11	3	151055376	151102544	47169	-1
64806	IL25	0.08609	rs7145531	4	4	14	23842018	23845612	3595	1
64816	CYP3A43	0.16398	rs1403195	2	2	7	99425636	99464173	38538	1
6482	ST3GAL1	0.20978	rs17721936	93	15	8	134467091	134584183	117093	-1
6483	ST3GAL2	0.08685	rs8062183	1	1	16	70413338	70472991	59654	-1
64834	ELOVL1	0.07794	rs12039931	1	1	1	43829068	43833745	4678	-1
64839	FBXL17	0.41459	rs17160655	148	15	5	107194734	107717799	523066	-1
6484	ST3GAL4	0.12902	rs7118117	12	8	11	126225540	126284536	58997	1
64840	PORCN	0.13522	rs4824717	2	2	X	48367371	48379202	11832	1
64841	GNPNAT1	0.11575	rs17125761	5	4	14	53241911	53258386	16476	-1
64843	ISL2	0.1014	rs874224	3	3	15	76629147	76634816	5670	1
64844	MARCH7	0.13266	rs6432553	13	8	2	160569010	160625084	56075	1
64847	SPATA20	0.09074	rs1460211	2	2	17	48624450	48633213	8764	1
64848	YTHDC2	0.13719	rs3906371	25	11	5	112849391	112930984	81594	1
64849	SLC13A3	0.18216	rs847065	39	13	20	45186462	45313124	126663	-1
64850	AGXT2L1	0.16207	rs1836890	13	8	4	109663196	109684235	21040	-1
64853	AIDA	0.13338	rs17163429	2	2	1	222841355	222885864	44510	-1
64854	USP46	0.11041	rs17613519	17	9	4	53457126	53525502	68377	-1
64855	FAM129B	0.10378	rs2417053	17	9	9	130267618	130341268	73651	-1
64857	PLEKHG2	0.11999	rs31726	1	1	19	39903750	39919055	15306	1
64858	DCLRE1B	0.09849	rs6674384	3	3	1	114447915	114456708	8794	1
64859	NABP1	0.13542	rs12472343	22	11	2	192542798	192553248	10451	1
64860	ARMCX5	0.14628	rs5987615	3	3	X	101854096	101859087	4992	1
64863	METTL4	0.13243	rs12457488	35	13	18	2537524	2571489	33966	-1
64864	RFX7	0.12205	rs1879346	37	13	15	56382731	56535483	152753	-1
64866	CDCP1	0.23164	rs11708336	58	14	3	45123769	45187914	64146	-1
6487	ST3GAL3	0.16794	rs6665014	53	14	1	44173204	44396837	223634	1
648791	PPP1R3G	0.12908	rs666518	19	10	6	5085720	5087455	1736	1
64881	PCDH20	0.16416	rs9528330	28	12	13	61983818	61989655	5838	-1
6489	ST8SIA1	0.35602	rs7134252	55	14	12	22346325	22487648	141324	-1
64895	PAPOLG	0.10635	rs10173062	16	9	2	60983365	61029221	45857	1
64897	C12orf43	0.16656	rs11065393	7	5	12	121440848	121454300	13453	-1
649	BMP1	0.10738	rs3857979	5	4	8	22022653	22069839	47187	1
64900	LPIN3	0.13756	rs6016547	5	4	20	39969560	39989222	19663	1
64901	RANBP17	0.20266	rs3860763	46	13	5	170288896	170727019	438124	1
64902	AGXT2	0.12239	rs237553	31	12	5	34998206	35048240	50035	-1
6491	STIL	0.12495	rs12141060	13	8	1	47715811	47779819	64009	-1
64919	BCL11B	0.14578	rs2487509	56	14	14	99635624	99737822	102199	-1
6492	SIM1	0.14107	rs6903206	42	13	6	100836750	100911551	74802	-1
649201	LOC649201	0.3495	rs6627772	9	6	X	152584396	152587591	3196	-1
64921	CASD1	0.13495	rs10248931	13	8	7	94139170	94186331	47162	1
64924	SLC30A5	0.31604	rs164393	19	10	5	68389776	68426899	37124	1
64927	TTC23	0.15551	rs260112	35	13	15	99676528	99789815	113288	-1
64928	MRPL14	0.11787	rs12526662	15	9	6	44081372	44095191	13820	-1
6493	SIM2	0.27037	rs2845778	22	11	21	38071991	38122510	50520	1
6494	SIPA1	0.0861499999999999	rs1466462	1	1	11	65405578	65418391	12814	1
64943	NT5DC2	0.09627	rs7614981	1	1	3	52558385	52569093	10709	-1
64946	CENPH	0.0967	rs100192	3	3	5	68485375	68506184	20810	1
64949	MRPS26	0.08836	rs8184236	3	3	20	3026675	3028896	2222	1
6495	SIX1	0.10207	rs6573320	7	5	14	61111417	61116155	4739	-1
64951	MRPS24	0.09111	rs600380	2	2	7	43906157	43909145	2989	-1
6496	SIX3	0.31885	rs2048774	33	12	2	45169037	45173216	4180	1
64960	MRPS15	0.09432	rs6425987	5	4	1	36921362	36930040	8679	-1
64963	MRPS11	0.24582	rs16941984	5	4	15	89010684	89021861	11178	1
64965	MRPS9	0.13671	rs13031437	30	12	2	105654483	105716418	61936	1
64968	MRPS6	0.1227	rs7354766	26	11	21	35445823	35515334	69512	1
64969	MRPS5	0.13671	rs4854244	1	1	2	95752952	95787754	34803	-1
6497	SKI	0.11667	rs12045693	10	7	1	2160134	2241652	81519	1
64976	MRPL40	0.12472	rs7575	1	1	22	19420036	19423598	3563	1
64979	MRPL36	0.11608	rs10512651	19	10	5	1798499	1799956	1458	-1
6498	SKIL	0.10264	rs10936625	10	7	3	170075473	170114637	39165	1
64983	MRPL32	0.09472	rs17795289	15	9	7	42971939	42977456	5518	1
6499	SKIV2L	0.27088	rs406936	5	4	6	31926581	31937532	10952	1
649935	LOC649935	0.08234	rs10496164	1	1	2	68608956	68610190	1235	-1
650	BMP2	0.66752	rs996545	43	13	20	6748745	6760910	12166	1
6500	SKP1	0.10041	rs2300066	7	5	5	133492082	133512724	20643	-1
65005	MRPL9	0.07962	rs10888433	3	3	1	151732123	151736040	3918	-1
65008	MRPL1	0.13164	rs7698627	17	9	4	78783805	78873944	90140	1
65009	NDRG4	0.40922	rs17241140	21	10	16	58497549	58547523	49975	1
65010	SLC26A6	0.0839800000000001	rs7631574	2	2	3	48663156	48672926	9771	-1
65012	SLC26A10	0.0863699999999999	rs1871417	1	1	12	58013693	58019934	6242	1
650157	LOC650157	0.53618	rs13017021	23	11	2	11491753	11512199	20447	1
65018	PINK1	0.13086	rs8064	8	6	1	20959948	20978004	18057	1
6502	SKP2	0.13147	rs42425	7	5	5	36152145	36184143	31999	1
6503	SLA	0.11745	rs2958671	43	13	8	134048973	134115310	66338	-1
6504	SLAMF1	0.57691	rs11265461	27	12	1	160579891	160617081	37191	-1
6505	SLC1A1	0.22531	rs7871343	71	14	9	4490427	4587469	97043	1
65055	REEP1	0.12971	rs2113609	46	13	2	86441116	86565206	124091	-1
65056	GPBP1	0.22555	rs6450418	17	9	5	56469775	56560506	90732	1
65059	RAPH1	0.29309	rs6730171	25	11	2	204298538	204400058	101521	-1
6506	SLC1A2	0.18345	rs10836375	97	15	11	35272752	35441610	168859	-1
65061	CDK15	0.24613	rs759419	19	10	2	202671152	202760273	89122	1
65062	TMEM237	0.08685	rs12470287	2	2	2	202484907	202508252	23346	-1
65065	NBEAL1	0.27081	rs10182274	19	10	2	203879602	204082717	203116	1
6507	SLC1A3	0.20637	rs13168598	70	14	5	36606457	36688436	81980	1
65078	RTN4R	0.37036	rs855064	9	6	22	20228938	20255816	26879	-1
6508	SLC4A3	0.09497	rs2289782	7	5	2	220492292	220506702	14411	1
65080	MRPL44	0.08891	rs1025734	4	4	2	224822121	224832431	10311	1
65082	VPS33A	0.08801	rs2068223	2	2	12	122716094	122751068	34975	-1
65083	NOL6	0.0956900000000001	rs2777744	6	5	9	33461351	33473941	12591	-1
65084	TMEM135	0.14424	rs2187160	126	15	11	86748886	87039876	290991	1
6509	SLC1A4	0.10933	rs9677813	12	8	2	65215579	65250999	35421	1
65094	JMJD4	0.0806	rs6693054	1	1	1	227918890	227923112	4223	-1
65095	KRI1	0.15024	rs8113274	3	3	19	10663761	10676702	12942	-1
651	BMP3	0.10248	rs17005022	25	11	4	81952119	81978685	26567	1
6510	SLC1A5	0.09551	rs312183	7	5	19	47278140	47291842	13703	-1
65109	UPF3B	0.1237	rs2428241	10	7	X	118967989	118986991	19003	-1
6511	SLC1A6	0.0968	rs12462958	9	6	19	15060991	15083730	22740	-1
65110	UPF3A	0.08966	rs7998791	7	5	13	115047059	115071292	24234	1
65117	RSRC2	0.09167	rs9988963	4	4	12	122989190	123011560	22371	-1
6512	SLC1A7	0.10887	rs11206093	38	13	1	53552855	53608289	55435	-1
65121	PRAMEF1	0.08304	rs2223390	3	3	1	12851546	12856777	5232	1
65122	PRAMEF2	0.07978	rs11122008	2	2	1	12916941	12921764	4824	1
65123	INTS3	0.10981	rs9426902	5	4	1	153700567	153746555	45989	1
65124	SOWAHC	0.13266	rs6594036	5	4	2	110371911	110376564	4654	1
65125	WNK1	0.16237	rs2158502	38	13	12	862089	1020618	158530	1
6513	SLC2A1	0.12846	rs16830039	54	14	1	43391046	43424847	33802	-1
6514	SLC2A2	0.11355	rs16847990	4	4	3	170714137	170744768	30632	-1
6515	SLC2A3	0.24676	rs7964540	11	7	12	8071824	8088892	17069	-1
6517	SLC2A4	0.32648	rs2654185	1	1	17	7185054	7191367	6314	1
651746	ANKRD33B	0.13819	rs6882964	42	13	5	10564435	10657928	93494	1
6518	SLC2A5	0.28378	rs12402657	17	9	1	9097005	9129887	32883	-1
6519	SLC3A1	0.11029	rs1372078	15	9	2	44502597	44547963	45367	1
652	BMP4	0.33938	rs8014363	27	12	14	54416454	54423554	7101	-1
6520	SLC3A2	0.1302	rs493851	6	5	11	62623484	62656355	32872	1
6521	SLC4A1	0.13349	rs1476512	5	4	17	42325758	42345502	19745	-1
65217	PCDH15	0.86001	rs7081653	293	15	10	55562531	56561051	998521	-1
6522	SLC4A2	0.09472	rs2303934	2	2	7	150755299	150773614	18316	1
65220	NADK	0.0848100000000001	rs1107910	2	2	1	1682671	1711508	28838	-1
6523	SLC5A1	0.11319	rs9606907	4	4	22	32439019	32509016	69998	1
6524	SLC5A2	0.08718	rs9934336	1	1	16	31494439	31502091	7653	1
65243	ZFP69B	0.16074	rs7535790	9	6	1	40916337	40929390	13054	1
65244	SPATS2	0.10698	rs11169042	1	1	12	49760688	49921207	160520	1
65249	ZSWIM4	0.08051	rs10411270	1	1	19	13906274	13943044	36771	1
6525	SMTN	0.09423	rs2041076	6	5	22	31477282	31500610	23329	1
65250	C5orf42	0.10806	rs6860727	6	5	5	37106330	37249530	143201	-1
65251	ZNF649	0.10551	rs10403189	4	4	19	52392488	52408305	15818	-1
65258	MPPE1	0.13464	rs672201	21	10	18	11883470	11908796	25327	-1
6526	SLC5A3	0.11442	rs2211793	2	2	21	35445870	35478561	32692	1
65260	SELRC1	0.08692	rs269308	1	1	1	53152014	53164038	12025	-1
65263	PYCRL	0.07964	rs4403422	2	2	8	144686083	144691784	5702	-1
65264	UBE2Z	0.8479	rs9894220	5	4	17	46985731	47006422	20692	1
65265	C8orf33	0.07935	rs12540996	6	5	8	146277824	146281416	3593	1
65267	WNK3	0.10177	rs2334109	2	2	X	54219256	54384438	165183	-1
65268	WNK2	0.1489	rs12554962	31	12	9	95947212	96082854	135643	1
6527	SLC5A4	0.16963	rs16990082	25	11	22	32614463	32651318	36856	-1
6528	SLC5A5	0.08069	rs10417391	1	1	19	17982782	18005983	23202	1
6529	SLC6A1	0.25314	rs751960	58	14	3	11034420	11080935	46516	1
652968	GATSL3	0.08702	rs724055	1	1	22	30681107	30685616	4510	-1
652991	SKOR2	0.23114	rs10163879	20	10	18	44738460	44775554	37095	-1
653	BMP5	0.3123	rs12209573	56	14	6	55620236	55740375	120140	-1
6530	SLC6A2	0.12641	rs3785156	63	14	16	55689542	55740104	50563	1
653067	XAGE1E	0.08216	rs5986148	1	1	X	52541053	52546197	5145	-1
653073	GOLGA8J	0.15461	rs6492930	3	3	15	30375158	30385702	10545	1
653082	ZDHHC11B	0.30732	rs445300	2	2	5	732153	784842	52690	-1
6531	SLC6A3	0.15347	rs461193	23	11	5	1392905	1445543	52639	-1
653121	ZBTB8A	0.10611	rs9425886	6	5	1	33004772	33071542	66771	1
653140	FAM228A	0.11794	rs10173173	7	5	2	24397972	24414567	16596	1
653145	ANXA8	0.1125	rs4013008	1	1	10	48255225	48271369	16145	1
653149	NBPF6	0.0848100000000001	rs7512836	1	1	1	108992904	109013260	20357	1
653192	TRIM43B	0.09334	rs1364394	1	1	2	96142715	96150479	7765	-1
6532	SLC6A4	0.08287	rs140701	7	5	17	28523376	28562954	39579	-1
653240	KRTAP4-11	0.07819	rs3907875	1	1	17	39273433	39274606	1174	-1
653247	PRB2	0.12971	rs2416673	15	9	12	11544474	11548498	4025	-1
653268	AGAP7	0.14139	rs2843562	5	4	10	51464162	51486327	22166	-1
6533	SLC6A6	0.40977	rs12494428	47	13	3	14444106	14530857	86752	1
653308	ASAH2B	0.08513	rs4935178	8	6	10	52499708	52514569	14862	1
653333	FAM86B2	0.07856	rs2739979	1	1	8	12283123	12293852	10730	-1
6534	SLC6A7	0.17605	rs9885318	17	9	5	149569520	149590635	21116	1
653437	AQP12B	0.15571	rs4413160	10	7	2	241615835	241622317	6483	-1
653464	SRGAP2C	0.10118	rs4844607	3	3	1	121090793	121134742	43950	1
653489	RGPD3	0.11451	rs4266010	10	7	2	107021136	107084801	63666	-1
653499	LGALS7B	0.07965	rs899202	4	4	19	39279850	39282394	2545	1
653567	TMEM236	0.40025	rs4748414	1	1	10	17794251	17842867	48617	1
653583	PHLDB3	0.11441	rs2682543	4	4	19	43979255	44008985	29731	-1
6536	SLC6A9	0.11188	rs1007795	17	9	1	44462155	44497164	35010	-1
653659	TMEM183B	0.12041	rs1160497	11	7	3	149699448	149701153	1706	-1
653689	GSTT2B	0.08455	rs2858908	1	1	22	24299601	24303368	3768	-1
653720	GOLGA8M	0.11612	rs4966231	6	5	15	28947100	28983530	36431	-1
653784	MZT2A	0.08175	rs12472061	4	4	2	132241533	132250064	8532	-1
6538	SLC6A11	0.26833	rs6442216	86	15	3	10857917	10980146	122230	1
653857	ACTR3C	0.08561	rs10226892	8	6	7	149944301	150020758	76458	-1
6539	SLC6A12	0.39794	rs10128942	8	6	12	299243	323371	24129	-1
654	BMP6	0.49719	rs1225933	87	15	6	7727011	7881961	154951	1
6540	SLC6A13	0.2096	rs2053736	20	10	12	329787	372039	42253	-1
6541	SLC7A1	0.12346	rs280936	39	13	13	30083551	30169825	86275	-1
6542	SLC7A2	0.24089	rs2588233	59	14	8	17354597	17428077	73481	1
654231	OCM	0.28473	rs17135365	11	7	7	5920429	5925994	5566	1
654254	ZNF732	0.11752	rs9328738	10	7	4	264464	299110	34647	-1
6543	SLC8A2	0.08647	rs11083878	5	4	19	47931279	47975307	44029	-1
654341	TBC1D3G	0.10052	rs4796217	5	4	17	34797174	34808103	10930	-1
654346	LGALS9C	0.11309	rs4924758	1	1	17	18380099	18398259	18161	1
654364	NME1-NME2	0.13479	rs2159359	6	5	17	49230897	49249105	18209	1
654429	LRTM2	0.13555	rs12301312	2	2	12	1929433	1945918	16486	1
654463	FER1L6	0.49532	rs16893043	107	15	8	124864227	125132302	268076	1
6545	SLC7A4	0.09314	rs410356	13	8	22	21383007	21386847	3841	-1
654502	IQCJ	0.13409	rs6774905	65	14	3	158787041	158984096	197056	1
6546	SLC8A1	0.49457	rs17026156	201	15	2	40339286	40739575	400290	-1
6547	SLC8A3	0.22039	rs1380429	61	14	14	70510934	70655787	144854	-1
654790	PCP4L1	0.15299	rs6671288	7	5	1	161228517	161255240	26724	1
6548	SLC9A1	0.10981	rs12751422	11	7	1	27425300	27481621	56322	-1
6549	SLC9A2	0.24983	rs17776875	33	12	2	103236166	103327809	91644	1
655	BMP7	0.38528	rs16980768	45	13	20	55743809	55841707	97899	-1
6550	SLC9A3	0.26053	rs2434389	7	5	5	473334	524549	51216	-1
6554	SLC10A1	0.39271	rs11626135	4	4	14	70242552	70264006	21455	-1
6555	SLC10A2	0.1871	rs6491727	62	14	13	103696348	103719196	22849	-1
6556	SLC11A1	0.10187	rs4674301	5	4	2	219246752	219261617	14866	1
6557	SLC12A1	0.16847	rs3784618	17	9	15	48498498	48596275	97778	1
6558	SLC12A2	0.19668	rs1112956	23	11	5	127419483	127525380	105898	1
6559	SLC12A3	0.11799	rs8061631	17	9	16	56899119	56949762	50644	1
656	BMP8B	0.10045	rs230325	8	6	1	40223903	40254533	30631	-1
6561	SLC13A1	0.12	rs13244086	33	12	7	122753588	122840025	86438	-1
6563	SLC14A1	0.18488	rs9966818	43	13	18	43304092	43332485	28394	1
6564	SLC15A1	0.25926	rs4423292	64	14	13	99336055	99404929	68875	-1
6565	SLC15A2	0.11585	rs9871743	18	10	3	121613171	121663034	49864	1
6566	SLC16A1	0.37778	rs7524567	12	8	1	113454469	113498975	44507	-1
6567	SLC16A2	0.40081	rs5981630	24	11	X	73641328	73753764	112437	1
6568	SLC17A1	0.12535	rs17270561	11	7	6	25783125	25832287	49163	-1
6569	SLC34A1	0.11372	rs3812036	1	1	5	176811432	176825849	14418	1
657	BMPR1A	0.11921	rs7922846	27	12	10	88516396	88684945	168550	1
6570	SLC18A1	0.24862	rs1018078	41	13	8	20002366	20040717	38352	-1
6571	SLC18A2	0.11034	rs363226	24	11	10	119000584	119038941	38358	1
6573	SLC19A1	0.12362	rs3788205	12	8	21	46934629	46962385	27757	-1
6574	SLC20A1	0.12309	rs10758	8	6	2	113403434	113421402	17969	1
6575	SLC20A2	0.09884	rs7832529	9	6	8	42273980	42397356	123377	-1
6576	SLC25A1	0.08567	rs807667	3	3	22	19163088	19166338	3251	-1
6578	SLCO2A1	0.14284	rs7629416	42	13	3	133651540	133748920	97381	-1
6579	SLCO1A2	0.23609	rs12308255	28	12	12	21417534	21548371	130838	-1
658	BMPR1B	0.1656	rs6815866	84	15	4	95679128	96079601	400474	1
6580	SLC22A1	0.11059	rs662138	21	10	6	160542863	160579750	36888	1
6581	SLC22A3	0.2392	rs2221750	73	14	6	160769405	160873611	104207	1
6582	SLC22A2	0.16917	rs7757336	41	13	6	160637794	160679963	42170	-1
6583	SLC22A4	0.18833	rs13179900	21	10	5	131630145	131679899	49755	1
6584	SLC22A5	0.13489	rs2073642	26	11	5	131705401	131731306	25906	1
6585	SLIT1	0.25674	rs4919062	69	14	10	98757795	98945683	187889	-1
6586	SLIT3	0.54626	rs9284976	293	15	5	168093071	168728133	635063	-1
6588	SLN	0.12765	rs2128114	20	10	11	107578101	107582787	4687	-1
659	BMPR2	0.19428	rs6752522	8	6	2	203241050	203432474	191425	1
6590	SLPI	0.11518	rs6094118	10	7	20	43880879	43883206	2328	-1
6591	SNAI2	0.13763	rs12544708	16	9	8	49830236	49833999	3764	-1
6594	SMARCA1	0.19071	rs12557301	28	12	X	128580478	128657460	76983	-1
6595	SMARCA2	0.17229	rs4741643	160	15	9	2015342	2193624	178283	1
6596	HLTF	0.09	rs6809084	11	7	3	148747904	148804341	56438	-1
6597	SMARCA4	0.13439	rs3786721	14	8	19	11071598	11172958	101361	1
65975	STK33	0.20552	rs7929500	51	14	11	8413418	8615503	202086	-1
65977	PLEKHA3	0.15492	rs1978580	6	5	2	179345199	179369783	24585	1
65979	PHACTR4	0.08431	rs10915199	5	4	1	28696093	28826881	130789	1
6598	SMARCB1	0.1396	rs2073390	16	9	22	24129150	24176705	47556	1
65980	BRD9	0.11125	rs3747739	3	3	5	863850	892939	29090	-1
65981	CAPRIN2	0.21414	rs11051064	14	8	12	30862486	30907448	44963	-1
65982	ZSCAN18	0.15693	rs753530	14	8	19	58595209	58629793	34585	-1
65983	GRAMD3	0.30034	rs6595716	56	14	5	125695788	125829853	134066	1
65985	AACS	0.17933	rs11058048	26	11	12	125549925	125627871	77947	1
65986	ZBTB10	0.20978	rs272592	17	9	8	81398448	81434610	36163	1
65987	KCTD14	0.11815	rs7937238	8	6	11	77726761	77734320	7560	-1
65988	ZNF747	0.07948	rs8050463	1	1	16	30542779	30546194	3416	-1
6599	SMARCC1	0.32573	rs11714840	5	4	3	47627378	47823405	196028	-1
65991	FUNDC2	0.2246	rs2051161	1	1	X	154255064	154285191	30128	1
65992	DDRGK1	0.14606	rs2295545	10	7	20	3171012	3185295	14284	-1
65997	RASL11B	0.10924	rs6554056	13	8	4	53728495	53733002	4508	1
65999	LRRC61	0.08313	rs11979365	3	3	7	150020296	150035245	14950	1
660	BMX	0.10648	rs5935991	8	6	X	15518900	15574652	55753	1
66000	TMEM108	0.12821	rs1450048	116	15	3	132757171	133116619	359449	1
66002	CYP4F12	0.16868	rs631193	23	11	19	15783828	15807984	24157	1
66004	LYNX1	0.80056	rs7012804	2	2	8	143845756	143859640	13885	-1
66005	CHID1	0.09835	rs4963179	6	5	11	867859	915058	47200	-1
66008	TRAK2	0.11244	rs3815514	8	6	2	202241930	202316319	74390	-1
6602	SMARCD1	0.08271	rs836172	2	2	12	50478983	50494494	15512	1
6603	SMARCD2	0.18621	rs2665831	5	4	17	61909441	61920351	10911	-1
66035	SLC2A11	0.11319	rs2330626	9	6	22	24199059	24227738	28680	1
